"","az","date","senat","Anordnung","link","kammer","r1","r2","r3","r1_f","r2_f","r3_f","gv","ersetzt","ersatz","konform","c_nach_gversatz","crit","whichgv","gv_mod","real_c","drop","gv_viol"
"5266","1BvR1070/02",2004-06-22,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/06/rk20040622_1bvr107002.html;jsessionid=CCEC9DB69AC2B1EF6CFCD9C4233D1D1F.2_cid383",3,"Steiner","Hohmann-Dennhardt","Bryde","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas","Papier","Bryde","Steiner Hohmann-Dennhardt Bryde",2,0,"1","Bryde Hömig Jaeger Hoffmann-Riem Haas",2,FALSE,0
"2651","1BvR293/01",2004-07-27,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/07/rk20040727_1bvr029301.html;jsessionid=9554C29B9B4590BB0BA796A500F631F7.2_cid393",3,"Steiner","Hohmann-Dennhardt","Bryde","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas","Papier","Bryde","Steiner Hohmann-Dennhardt Bryde",2,0,"1","Bryde Hömig Jaeger Hoffmann-Riem Haas",2,FALSE,0
"5143","1BvR136/05",2005-01-28,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/01/rk20050128_1bvr013605.html;jsessionid=4017AEF74D2121EF3C7F536A017EA1F4.2_cid361",3,"Hömig","Hoffmann-Riem","Gaier","Papier","Steiner","Gaier","Bryde Hömig Haas Hoffmann-Riem Hohmann-Dennhardt","Papier Steiner","Hömig Hoffmann-Riem","Gaier Bryde Hömig",2,0,"2 4","Bryde Hömig Haas Hoffmann-Riem Hohmann-Dennhardt",2,FALSE,1
"3912","1BvR799/98",2006-09-15,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/09/rk20060915_1bvr079998.html;jsessionid=6DE55F6CB9BFCB6C3732C6040FF5BB50.2_cid394",3,"Steiner","Gaier","Eichberger","Papier","Steiner","Gaier","Eichberger Bryde Haas Hoffmann-Riem Hohmann-Dennhardt","Papier","Eichberger","Steiner Gaier Eichberger",1,0,"1","Eichberger Bryde Haas Hoffmann-Riem Hohmann-Dennhardt",1,FALSE,0
"1513","1BvR690/03",2006-10-18,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/10/rk20061018_1bvr069003.html;jsessionid=66CF20F6A4C4935A2BA066D7811F2B05.2_cid394",3,"Steiner","Gaier","Schluckebier","Papier","Steiner","Gaier","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt","Papier","Schluckebier","Steiner Gaier Schluckebier",1,0,"1","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt",1,FALSE,0
"5725","1BvR1696/03",2007-05-25,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/05/rk20070525_1bvr169603.html;jsessionid=1D28A2C3EFE2BC59E30C63667C1FF373.2_cid393",3,"Steiner","Gaier","Schluckebier","Papier","Steiner","Gaier","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt","Papier","Schluckebier","Steiner Gaier Schluckebier",1,0,"1","Schluckebier Bryde Hoffmann-Riem Hohmann-Dennhardt",1,FALSE,0
"496","1BvR1935/07",2007-09-03,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/09/rk20070903_1bvr193507.html;jsessionid=613F3643E8199F2B5825B3EA1F3C877F.2_cid393",3,"Steiner","Gaier","Schluckebier","Papier","Steiner","Gaier","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt","Papier","Schluckebier","Steiner Gaier Schluckebier",1,0,"1","Schluckebier Eichberger Bryde Hoffmann-Riem",1,FALSE,0
"1236","1BvR2818/07",2007-11-16,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/11/rk20071116_1bvr281807.html;jsessionid=9550326B74B50CD5057F6E4D26F2CA00.2_cid394",3,"Papier","Schluckebier","Kirchhof","Papier","Gaier","Kirchhof","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt","Gaier","Schluckebier","Papier Kirchhof Schluckebier",0,1,"1","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt",0,FALSE,0
"4883","1BvQ37/09",2009-08-26,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/08/qk20090826_1bvq003709.html;jsessionid=5159313913D162C5D840340CE6295523.2_cid393",3,"Gaier","Schluckebier","Kirchhof","Papier","Bryde","Schluckebier","Kirchhof Gaier Hohmann-Dennhardt Masing Eichberger","Papier Bryde","Gaier Kirchhof","Schluckebier Kirchhof Gaier",1,0,"1 2","Kirchhof Gaier Hohmann-Dennhardt Masing Eichberger",1,FALSE,0
"1949","1BvR2393/081BvR2580/081BvR2606/08",2010-08-02,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/08/rk20100802_1bvr239308.html;jsessionid=0D82C584CD8F87D30633FCD82E304810.2_cid383",3,"Bryde","Schluckebier","Paulus","Kirchhof","Bryde","Schluckebier","Paulus Gaier Hohmann-Dennhardt Masing Eichberger","Kirchhof","Paulus","Bryde Schluckebier Paulus",1,0,"1","Paulus Gaier Masing Eichberger",1,FALSE,0
"3796","1BvR2658/10",2011-04-26,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/04/rk20110426_1bvr265810.html;jsessionid=B90036CC1DF4004E54AECFF2307C4278.2_cid383",3,"Kirchhof","Baer","Britz","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger","Schluckebier","Britz","Kirchhof Baer Britz",2,0,"1","Britz Paulus Gaier Masing Eichberger",2,FALSE,0
"4503","1BvR2018/10",2011-05-05,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/05/rk20110505_1bvr201810.html;jsessionid=F3EA4AD874BACC1228B0D5C9EDCAEA62.2_cid394",3,"Schluckebier","Paulus","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger","Kirchhof","Paulus","Schluckebier Baer Britz",2,0,"2","Britz Paulus Gaier Masing Eichberger",1,FALSE,1
"5011","1BvR2952/08",2012-06-28,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/06/rk20120628_1bvr295208.html;jsessionid=8931E03B628BFF00F4D82799FF13266D.2_cid392",3,"Gaier","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger","Kirchhof","Gaier","Schluckebier Baer Britz",2,0,"3","Britz Paulus Gaier Masing Eichberger",2,FALSE,1
"154","1BvR2953/081BvR2956/081BvR2957/081BvR3488/081BvR3489/081BvR1421/091BvR1422/091BvR1423/091BvR1425/091BvR2042/09",2012-11-14,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/11/rk20121114_1bvr295308.html;jsessionid=9CB799E67AC00F933DE19DA3E0F0B873.2_cid370",3,"Gaier","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger","Kirchhof","Gaier","Schluckebier Baer Britz",2,0,"2","Britz Gaier Masing Eichberger",2,FALSE,1
"4905","1BvR2519/13",2013-09-09,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/09/rk20130909a_1bvr251913.html;jsessionid=34EBBA5B1E18F5B4D35FBF0FA49C5BBC.2_cid393",3,"Kirchhof","Paulus","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger","Masing","Paulus","Kirchhof Baer Paulus",1,0,"1","Paulus Schluckebier Gaier Britz Eichberger",1,FALSE,0
"5399","1BvR2554/13",2013-09-26,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/09/rk20130926_1bvr255413.html;jsessionid=B1A80688CC99F3B3389681B9C0BACDEF.2_cid370",3,"Kirchhof","Paulus","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger","Masing","Paulus","Kirchhof Baer Paulus",1,0,"1","Paulus Schluckebier Gaier Britz Eichberger",1,FALSE,0
"799","1BvQ52/13",2013-11-08,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/11/qk20131108_1bvq005213.html;jsessionid=85CFCB82CF99B11FF23881794AC7C5C7.2_cid383",3,"Kirchhof","Masing","Gaier","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger","Baer","Gaier","Kirchhof Masing Paulus",1,0,"3","Paulus Schluckebier Gaier Britz Eichberger",2,FALSE,1
"157","1BvR1858/14",2014-07-31,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2014/07/rk20140731_1bvr185814.html;jsessionid=1EA74CE209CCBCB21683A9D225F07ED6.2_cid392",3,"Kirchhof","Masing","Schluckebier","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger","Baer","Schluckebier","Kirchhof Masing Paulus",1,0,"2","Paulus Schluckebier Gaier Britz Eichberger",1,FALSE,1
"3924","1BvR3017/11",2014-09-24,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2014/09/rk20140924_1bvr301711.html;jsessionid=903CC26005153EF3909C3CE2F25269A9.2_cid393",3,"Kirchhof","Paulus","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger","Masing","Paulus","Kirchhof Baer Paulus",1,0,"1","Paulus Schluckebier Gaier Britz Eichberger",1,FALSE,0
"181","1BvQ25/15",2015-07-18,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/07/qk20150718_1bvq002515.html;jsessionid=0B1F08F8152FD4773BA3A340FB471CB3.2_cid394",3,"Gaier","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger","Kirchhof","Gaier","Masing Baer Paulus",2,0,"3","Paulus Schluckebier Gaier Britz Eichberger",3,FALSE,1
"2569","1BvR1917/15",2015-08-19,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/08/rk20150819_1bvr191715.html;jsessionid=04D538A18A65A7BCBC346954028EEB4D.2_cid361",3,"Gaier","Paulus","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger","Masing","Paulus","Gaier Baer Paulus",2,0,"1","Paulus Schluckebier Britz Eichberger",2,FALSE,0
"4172","1BvR1983/15",2015-09-03,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/09/rk20150903_1bvr198315.html;jsessionid=C1CD69F37E3EEE34754F31E630B4E352.2_cid393",3,"Masing","Paulus","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger","Kirchhof","Paulus","Masing Baer Paulus",2,0,"1","Paulus Schluckebier Gaier Britz Eichberger",2,FALSE,0
"487","1BvR2211/15",2015-09-11,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/09/rk20150911_1bvr221115.html;jsessionid=9C0870F43D3ABC03D62E604F35F5B708.2_cid393",3,"Gaier","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger","Kirchhof","Gaier","Masing Baer Paulus",2,0,"3","Paulus Schluckebier Gaier Britz Eichberger",3,FALSE,1
"5451","1BvQ47/15",2015-12-02,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/12/qk20151202_1bvq004715.html;jsessionid=C95CB424CE4C0BAD18B943448E3D3FDD.2_cid393",3,"Schluckebier","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger","Kirchhof","Schluckebier","Masing Baer Paulus",2,0,"2","Paulus Schluckebier Gaier Britz Eichberger",2,FALSE,1
"2772","2BvR2555/96",1998-05-04,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/05/rk19980504_2bvr255596.html;jsessionid=22DE9A56B5AE7F2AC1621AC313EA584B.2_cid394",1,"Winter","Sommer","Hassemer","Sommer","Jentsch","Hassemer","Limbach Winter Kruis Kirchhof Graßhof","Jentsch","Winter","Sommer Hassemer Limbach",3,1,"2","Limbach Winter Kruis Kirchhof Graßhof",2,FALSE,1
"4900","2BvR99/97",1998-07-24,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/07/rk19980724_2bvr009997.html;jsessionid=B9BC72234980F6E821EE2C47BA84AD30.2_cid392",1,"Winter","Sommer","Jentsch","Sommer","Jentsch","Hassemer","Limbach Winter Kruis Kirchhof Graßhof","Hassemer","Winter","Sommer Jentsch Limbach",2,0,"2","Limbach Winter Kruis Kirchhof Graßhof",1,FALSE,1
"4221","2BvR1328/96",1998-10-16,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/10/rk19981016_2bvr132896.html;jsessionid=9231227D3AA9A1E31A3B4FFAFFF9705B.2_cid394",1,"Sommer","Hassemer","Broß","Sommer","Broß","Osterloh","Winter Hassemer Limbach Kirchhof Jentsch","Osterloh","Hassemer","Sommer Broß Winter",1,0,"2","Winter Hassemer Limbach Kirchhof Jentsch",2,FALSE,1
"2423","1BvR335/89",1999-12-02,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/12/rk19991202_1bvr033589.html;jsessionid=3B2C9E56EC1EEDC35BCB4C64F2D7E0FC.2_cid370",1,"Papier","Grimm","Hömig","Sommer","Broß","Osterloh","Winter Hassemer Limbach Kirchhof Jentsch","Sommer Broß Osterloh","Papier Grimm Hömig","Hassemer Limbach Kirchhof",2,0,NA,"Hassemer Limbach Kirchhof Jentsch",1,FALSE,NA
"5220","2BvR1430/00",2000-08-24,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/08/rk20000824_2bvr143000.html;jsessionid=6B0FDFE53DE6120810C9E2D9A3F722CB.2_cid383",1,"Limbach","Sommer","Broß","Sommer","Broß","Osterloh","DiFabio Winter Hassemer Limbach Jentsch","Osterloh","Limbach","Sommer Broß Limbach",2,0,"1","Limbach Jentsch",2,FALSE,0
"3774","2BvR2205/99",2000-12-27,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/12/rk20001227_2bvr220599.html;jsessionid=8BCC8DB433E98CEF9BA3A7B9C11904D7.2_cid361",1,"Sommer","Broß","DiFabio","Sommer","Broß","Osterloh","DiFabio Winter Hassemer Limbach Jentsch","Osterloh","DiFabio","Sommer Broß DiFabio",1,0,"1","DiFabio Hassemer Limbach",1,FALSE,0
"1403","2BvR902/00",2001-01-16,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/01/rk20010116_2bvr090200.html;jsessionid=0E452C78C279777508AB061412CAE84B.2_cid392",1,"Sommer","Broß","DiFabio","Sommer","Broß","Mellinghoff","DiFabio Osterloh Hassemer Limbach Jentsch","Mellinghoff","DiFabio","Sommer Broß DiFabio",1,0,"1","DiFabio Hassemer Limbach",1,FALSE,0
"615","2BvR54/04",2004-03-03,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/03/rk20040303_2bvr005404.html;jsessionid=DCDDC4801AA81DD5B61D5B6250672406.2_cid361",1,"Broß","DiFabio","Osterloh","Broß","DiFabio","Gerhardt","Lübbe-Wolff Jentsch Mellinghoff Osterloh Hassemer","Gerhardt","Osterloh","Broß DiFabio Lübbe-Wolff",1,0,"4","Lübbe-Wolff Jentsch Mellinghoff Osterloh Hassemer",1,FALSE,1
"649","2BvQ25/05",2005-09-02,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/09/qk20050902_2bvq002505.html;jsessionid=B0D5A2BDB7BAA98A9362AEE213BE6BB3.2_cid370",1,"Jentsch","Broß","Lübbe-Wolff","Broß","DiFabio","Lübbe-Wolff","Gerhardt Jentsch Mellinghoff Osterloh Hassemer","DiFabio","Jentsch","Broß Lübbe-Wolff Jentsch",1,0,"1","Jentsch Mellinghoff Osterloh Hassemer",1,FALSE,0
"2706","2BvR1779/05",2005-12-23,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/12/rk20051223_2bvr177905.html;jsessionid=16C45B617C712F24ACD062B9C3343234.2_cid383",1,"Broß","DiFabio","Landau","Hassemer","DiFabio","Landau","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh","Hassemer","Broß","DiFabio Landau Gerhardt",1,0,"3","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh",0,FALSE,1
"2436","2BvR2/06",2006-01-05,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/01/rk20060105_2bvr000206.html;jsessionid=17C06F891C077DA7931653949BBBAF9E.2_cid361",1,"Broß","Mellinghoff","Landau","Hassemer","DiFabio","Landau","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh","DiFabio","Mellinghoff","Broß Landau Gerhardt",1,0,"3","Gerhardt Lübbe-Wolff Mellinghoff Osterloh",0,FALSE,1
"533","2BvR173/06",2006-02-23,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/02/rk20060223_2bvr017306.html;jsessionid=96A5AF3C78AD4C2BB489878A0B2C2E98.2_cid361",1,"Hassemer","DiFabio","Gerhardt","Hassemer","DiFabio","Landau","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh","Landau","Gerhardt","Hassemer DiFabio Gerhardt",2,0,"1","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh",2,FALSE,0
"64","2BvR513/06",2006-07-12,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/07/rk20060712_2bvr051306.html;jsessionid=0ACA0B4BA9BC326B8E992B364F7741A6.2_cid393",1,"Hassemer","DiFabio","Gerhardt","Hassemer","DiFabio","Landau","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh","Landau","Gerhardt","Hassemer DiFabio Gerhardt",2,0,"1","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh",2,FALSE,0
"3006","2BvR1103/07",2008-01-14,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/01/rk20080114_2bvr110307.html;jsessionid=25D9838AAD2A0FA0BC0CBEAA12A8839C.2_cid370",1,"Hassemer","DiFabio","Gerhardt","Hassemer","DiFabio","Landau","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh","Landau","Gerhardt","Hassemer DiFabio Gerhardt",2,0,"1","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh",2,FALSE,0
"3571","2BvR2306/07",2008-05-07,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/05/rk20080507_2bvr230607.html;jsessionid=BEE84988AAEC4884ACE284D5134441E8.2_cid383",1,"Hassemer","DiFabio","Landau","Voßkuhle","Osterloh","Mellinghoff","Landau DiFabio Broß Gerhardt Lübbe-Wolff","Voßkuhle Osterloh Mellinghoff","Hassemer DiFabio Landau","Landau DiFabio Broß",0,1,"1 2","Landau DiFabio Broß Gerhardt Lübbe-Wolff",1,FALSE,0
"5171","2BvR1448/08",2008-08-12,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/08/rk20080812_2bvr144808.html;jsessionid=E39EF4C2D8EA6E5707E05FAAFD52A116.2_cid370",1,"Osterloh","Mellinghoff","Gerhardt","Voßkuhle","Osterloh","Mellinghoff","Landau DiFabio Broß Gerhardt Lübbe-Wolff","Voßkuhle","Gerhardt","Osterloh Mellinghoff Landau",1,0,"4","Landau DiFabio Broß Gerhardt Lübbe-Wolff",2,FALSE,1
"2383","2BvQ56/09",2009-09-08,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/09/qk20090908_2bvq005609.html;jsessionid=6080B1BEFEB3C4924CD9C62B1356A143.2_cid394",1,"Osterloh","Gerhardt","Landau","Osterloh","Mellinghoff","Gerhardt","Landau DiFabio Broß Voßkuhle Lübbe-Wolff","Mellinghoff","Landau","Osterloh Gerhardt Landau",2,0,"1","Landau DiFabio Broß Voßkuhle",2,FALSE,0
"2589","2BvQ77/09",2009-11-05,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/11/qk20091105_2bvq007709.html;jsessionid=C618B1329FD9E0BBD6C2B9F5AAAE8278.2_cid361",1,"Broß","Osterloh","Gerhardt","Osterloh","Mellinghoff","Gerhardt","Landau DiFabio Broß Voßkuhle Lübbe-Wolff","Mellinghoff","Broß","Osterloh Gerhardt Landau",2,0,"3","Landau DiFabio Broß Voßkuhle Lübbe-Wolff",2,FALSE,1
"5366","2BvR2879/09",2009-12-22,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/12/rk20091222_2bvr287909.html;jsessionid=77945ED59FC72C23FFFAA9DD3BB6145B.2_cid361",1,"Mellinghoff","Gerhardt","Landau","Osterloh","Mellinghoff","Gerhardt","Landau DiFabio Broß Voßkuhle Lübbe-Wolff","Osterloh","Landau","Mellinghoff Gerhardt Landau",1,0,"1","Landau DiFabio Broß Voßkuhle Lübbe-Wolff",1,FALSE,0
"278","2BvR1392/10",2010-07-14,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/07/rk20100714_2bvr139210.html;jsessionid=20AA0549C27CCCA78ADE9C80AC423593.2_cid383",1,"Osterloh","Gerhardt","Landau","Osterloh","Mellinghoff","Gerhardt","Landau DiFabio Broß Voßkuhle Lübbe-Wolff","Mellinghoff","Landau","Osterloh Gerhardt Landau",2,0,"1","Landau DiFabio Broß Voßkuhle Lübbe-Wolff",2,FALSE,0
