"","az","date","senat","kammer","r1","r2","r3","r1_f","r2_f","r3_f","gv","ersetzt","ersatz","konform","c_nach_gversatz","crit","whichgv","gv_mod","real_c","drop","gv_viol"
"2650"," 1 BvR 1114/86  ",1998-02-26,1,1,"Grimm","Grimm","Hömig","Seidl","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling","Seidl",NA,"Grimm Hömig Haas",1,0,NA,"Haas Seibert Steiner Jaeger Kühling",2,FALSE,NA
"4628"," 1 BvR 851/87  ",1998-07-08,1,1,"Papier","Grimm","Haas","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling","Hömig","Haas","Papier Grimm Haas",1,0,"1","Haas Steiner Jaeger Kühling",1,FALSE,0
"574"," 1 BvR 1435/98  ",1998-08-25,1,1,"Papier","Grimm","Steiner","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling","Hömig","Steiner","Papier Grimm Haas",1,0,"2","Haas Steiner Jaeger Kühling",1,FALSE,1
"5036"," 1 BvR 167/99  ",1999-02-24,1,1,"Limbach","Hassemer","Mellinghoff","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Papier Grimm Hömig","Limbach Hassemer Mellinghoff","Steiner Jaeger Kühling",2,0,NA,"Steiner Jaeger Kühling",2,FALSE,NA
"889"," 1 BvR 1498/92  ",1999-04-08,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Grimm Hömig","Hohmann-Dennhardt Hoffmann-Riem","Papier Hohmann-Dennhardt Haas",1,0,"1","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",2,FALSE,0
"1442"," 1 BvR 828/99  ",1999-06-14,1,1,"Gaier","Schluckebier","Paulus","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Papier Grimm Hömig","Gaier Schluckebier Paulus","Hohmann-Dennhardt Haas Steiner",1,0,NA,"Hohmann-Dennhardt Haas Steiner Jaeger Kühling",1,FALSE,NA
"5320"," 1 BvR 346/99  ",1999-07-07,1,1,"Kirchhof","Paulus","Baer","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,"Kirchhof Baer","Paulus Hohmann-Dennhardt",1,0,NA,"Hohmann-Dennhardt Haas Steiner Jaeger Kühling",1,FALSE,NA
"2280"," 1 BvR 1892/96         1 BvR 1092/97         1 BvR 1286/97         1 BvR 1334/97  ",1999-08-03,1,1,"Jaeger","Hömig","Bryde","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Papier Grimm","Jaeger Bryde","Hömig Hohmann-Dennhardt Haas",1,0,"4","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",2,FALSE,1
"1002"," 1 BvR 1624/98  ",1999-08-04,1,1,"Papier","Hoffmann-Riem","Eichberger","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Grimm Hömig","Hoffmann-Riem Eichberger","Papier Hohmann-Dennhardt Haas",1,0,NA,"Hohmann-Dennhardt Haas Steiner Jaeger Kühling",1,FALSE,NA
"4014"," 1 BvR 1022/99  ",1999-08-04,1,1,"Gaier","Paulus","Britz","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Papier","Gaier Paulus Britz","Hohmann-Dennhardt",1,0,NA,"Hohmann-Dennhardt Haas Steiner Jaeger Kühling",2,FALSE,NA
"320"," 1 BvR 75/90  ",1999-08-09,1,1,"Kirchhof","Schluckebier","Baer","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Papier Grimm Hömig","Kirchhof Schluckebier Baer","Hohmann-Dennhardt Haas Steiner",1,0,NA,"Hohmann-Dennhardt Haas Steiner Jaeger Kühling",1,FALSE,NA
"291"," 1 BvR 636/95  ",1999-09-20,1,1,"Voßkuhle","Mellinghoff","Lübbe-Wolff","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Papier Grimm Hömig","Voßkuhle Mellinghoff Lübbe-Wolff","Hohmann-Dennhardt Steiner Jaeger",2,0,NA,"Hohmann-Dennhardt Steiner Jaeger Kühling",2,FALSE,NA
"4591"," 1 BvQ 5/00  ",2000-03-12,1,1,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Hömig Jaeger Kühling","Hoffmann-Riem","Hohmann-Dennhardt","Papier Steiner Hohmann-Dennhardt",1,0,"1","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",1,FALSE,0
"1650"," 1 BvQ 11/00  ",2000-04-30,1,1,"Papier","Kühling","Steiner","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Hömig Jaeger Kühling","Hoffmann-Riem","Kühling","Papier Steiner Hohmann-Dennhardt",1,0,"5","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",1,FALSE,1
"352"," 1 BvQ 14/00  ",2000-05-20,1,1,"Kühling","Hömig","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Hömig Jaeger Kühling","Papier Steiner","Kühling Hömig","Hoffmann-Riem Hohmann-Dennhardt Haas",2,0,"3 4","Hohmann-Dennhardt Haas Hömig Kühling",2,FALSE,1
"3105"," 1 BvQ 22/00  ",2000-08-11,1,1,"Papier","Hömig","Hohmann-Dennhardt","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Hömig Jaeger Kühling","Steiner Hoffmann-Riem","Hömig Hohmann-Dennhardt","Papier Hohmann-Dennhardt Haas",1,0,"1 3","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",1,FALSE,1
"2378"," 1 BvR 1498/00  ",2000-09-25,1,1,"Steiner","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Hömig Jaeger Kühling","Papier","Hohmann-Dennhardt","Steiner Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",2,FALSE,0
"3363"," 1 BvR 2216/96         1 BvR 501/98         1 BvR 534/98         1 BvR 550/98  ",2001-01-18,1,1,"Steiner","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Hömig Jaeger Kühling","Papier","Hohmann-Dennhardt","Steiner Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",2,FALSE,0
"784"," 1 BvQ 20/01  ",2001-04-12,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger","Steiner","Hohmann-Dennhardt","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"775"," 1 BvR 481/01         1 BvR 518/01  ",2001-05-10,1,1,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger","Hoffmann-Riem","Hohmann-Dennhardt","Papier Steiner Hohmann-Dennhardt",1,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,FALSE,0
"510"," 1 BvR 1002/01  ",2001-06-18,1,1,"Papier","Hömig","Hohmann-Dennhardt","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger","Steiner","Hömig","Papier Hohmann-Dennhardt Haas",1,0,"3","Haas Bryde Hömig Jaeger",1,FALSE,1
"3371"," 1 BvQ 34/01  ",2001-08-10,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger","Steiner","Hohmann-Dennhardt","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"3250"," 1 BvQ 35/01  ",2001-08-24,1,1,"Steiner","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger","Papier","Hohmann-Dennhardt","Steiner Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"5651"," 1 BvR 481/01         1 BvR 518/01  ",2001-09-05,1,1,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger","Hoffmann-Riem","Hohmann-Dennhardt","Papier Steiner Hohmann-Dennhardt",1,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,FALSE,0
"3365"," 1 BvQ 39/01  ",2001-10-19,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger","Steiner","Hohmann-Dennhardt","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"5531"," 1 BvQ 1/02  ",2002-01-04,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger","Steiner","Hohmann-Dennhardt","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"1715"," 1 BvR 300/02  ",2002-02-22,1,1,"Steiner","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger","Papier","Hohmann-Dennhardt","Steiner Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"4860"," 1 BvQ 5/02  ",2002-03-01,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger","Steiner","Hohmann-Dennhardt","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"3486"," 1 BvQ 9/02  ",2002-03-29,1,1,"Steiner","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger","Papier","Hohmann-Dennhardt","Steiner Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"4769"," 1 BvR 680/02  ",2002-04-15,1,1,"Steiner","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger","Papier","Hohmann-Dennhardt","Steiner Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"1040"," 1 BvQ 2/03  ",2003-01-28,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Haas","Hoffmann-Riem","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger","Haas","Hohmann-Dennhardt","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger",2,FALSE,0
"2503","    1 BvQ 30/03  ",2003-08-14,1,1,"Jaeger","Hömig","Hoffmann-Riem","Papier","Haas","Hoffmann-Riem","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger","Papier Haas","Jaeger Hömig","Hoffmann-Riem Hohmann-Dennhardt Steiner",2,0,"4 5","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger",2,FALSE,1
"4826","    1 BvQ 30/03  ",2003-08-14,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Haas","Hoffmann-Riem","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger","Haas","Hohmann-Dennhardt","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger",2,FALSE,0
"1292"," 1 BvQ 32/03  ",2003-09-05,1,1,"Papier","Steiner","Hoffmann-Riem","Papier","Haas","Hoffmann-Riem","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger","Haas","Steiner","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"2","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger",1,FALSE,1
"5101"," 1 BvQ 36/04  ",2004-08-31,1,1,"Papier","Steiner","Hoffmann-Riem","Papier","Haas","Hoffmann-Riem","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger","Haas","Steiner","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"2","Hohmann-Dennhardt Steiner Bryde Jaeger",1,FALSE,1
"1142"," 1 BvR 294/05  ",2005-02-22,1,1,"Papier","Hohmann-Dennhardt","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Bryde Hömig Haas","Hoffmann-Riem","Gaier","Papier Hohmann-Dennhardt Gaier",2,0,"1","Gaier Steiner Hömig",2,FALSE,0
"4009"," 1 BvR 808/05  ",2005-04-16,1,1,"Hohmann-Dennhardt","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Bryde Hömig Haas","Papier","Gaier","Hohmann-Dennhardt Hoffmann-Riem Gaier",3,1,"1","Gaier Steiner Bryde Hömig Haas",3,FALSE,0
"5701"," 1 BvR 961/05  ",2005-05-06,1,1,"Papier","Steiner","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Bryde Hömig Haas","Hohmann-Dennhardt","Steiner","Papier Hoffmann-Riem Gaier",2,0,"2","Gaier Steiner Bryde Hömig Haas",1,FALSE,1
"1188"," 1 BvQ 25/05  ",2005-08-16,1,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Bryde Hömig Haas","Hohmann-Dennhardt","Gaier","Papier Hoffmann-Riem Gaier",2,0,"1","Gaier Steiner Bryde Hömig Haas",2,FALSE,0
"5162"," 1 BvQ 3/06  ",2006-01-26,1,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Bryde Hömig Haas","Hohmann-Dennhardt","Gaier","Papier Hoffmann-Riem Gaier",2,0,"1","Gaier Steiner Bryde Hömig Haas",2,FALSE,0
"4810"," 1 BvQ 4/06 ",2006-01-27,1,1,"Steiner","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Bryde Hömig Haas","Papier","Steiner","Hoffmann-Riem Gaier Steiner",2,0,"1","Steiner Bryde Hömig Haas",2,FALSE,0
"4761"," 1 BvR 1096/05  ",2006-06-01,1,1,"Jaeger","Hömig","Bryde","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Eichberger Bryde Haas","Papier Hohmann-Dennhardt Hoffmann-Riem","Jaeger Hömig Bryde","Gaier Steiner Eichberger",1,0,"4","Gaier Steiner Eichberger Bryde Haas",2,FALSE,1
"932"," 1 BvR 1429/06  ",2006-06-09,1,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Eichberger Bryde Haas","Hohmann-Dennhardt","Gaier","Papier Hoffmann-Riem Gaier",2,0,"1","Gaier Steiner Eichberger Bryde Haas",2,FALSE,0
"4839"," 1 BvR 2228/02  ",2007-03-26,1,1,"Hohmann-Dennhardt","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde","Papier","Gaier","Hohmann-Dennhardt Hoffmann-Riem Gaier",3,1,"1","Gaier Steiner Schluckebier Eichberger Bryde",3,FALSE,0
"4280"," 1 BvQ 16/07  ",2007-05-27,1,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde","Hohmann-Dennhardt","Gaier","Papier Hoffmann-Riem Gaier",2,0,"1","Gaier Steiner Schluckebier Bryde",2,FALSE,0
"1294"," 1 BvR 1225/07         1 BvR 1226/07  ",2007-08-29,1,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde","Hohmann-Dennhardt","Gaier","Papier Hoffmann-Riem Gaier",2,0,"1","Gaier Steiner Schluckebier Eichberger Bryde",2,FALSE,0
"4089"," 1 BvR 3041/07  ",2007-12-01,1,1,"Papier","Hoffmann-Riem","Kirchhof","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Kirchhof Gaier Schluckebier Eichberger Bryde","Hohmann-Dennhardt","Kirchhof","Papier Hoffmann-Riem Kirchhof",1,0,"1","Kirchhof Gaier Schluckebier Eichberger Bryde",1,FALSE,0
"2520"," 1 BvR 3255/07  ",2008-02-25,1,1,"Huber","Müller","Maidowski","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt","Papier Hoffmann-Riem Eichberger","Huber Müller Maidowski","Schluckebier Bryde Kirchhof",1,0,NA,"Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",0,FALSE,NA
"2085"," 1 BvR 572/08  ",2008-03-13,1,1,"Hoffmann-Riem","Eichberger","Schluckebier","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt","Papier","Schluckebier","Hoffmann-Riem Eichberger Schluckebier",1,0,"1","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",1,FALSE,0
"5339"," 1 BvR 1753/03  ",2008-03-25,1,1,"Hoffmann-Riem","Eichberger","Schluckebier","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt","Papier","Schluckebier","Hoffmann-Riem Eichberger Schluckebier",1,0,"1","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",1,FALSE,0
"690"," 1 BvQ 26/09  ",2009-06-17,1,1,"Eichberger","Schluckebier","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt","Papier","Schluckebier","Eichberger Masing Schluckebier",1,0,"1","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",1,FALSE,0
"3651"," 1 BvQ 39/09         1 BvQ 40/09         1 BvQ 41/09         1 BvQ 42/09  ",2009-09-11,1,1,"Eichberger","Schluckebier","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt","Papier","Schluckebier","Eichberger Masing Schluckebier",1,0,"1","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",1,FALSE,0
"1901"," 1 BvR 2298/10  ",2010-09-04,1,1,"Kirchhof","Schluckebier","Masing","Kirchhof","Eichberger","Masing","Schluckebier Bryde Paulus Gaier Hohmann-Dennhardt","Eichberger","Schluckebier","Kirchhof Masing Schluckebier",1,0,"1","Schluckebier Bryde Paulus Gaier Hohmann-Dennhardt",1,FALSE,0
"2842"," 1 BvR 2297/10  ",2010-09-06,1,1,"Eichberger","Schluckebier","Masing","Kirchhof","Eichberger","Masing","Schluckebier Bryde Paulus Gaier Hohmann-Dennhardt","Kirchhof","Schluckebier","Eichberger Masing Schluckebier",1,0,"1","Schluckebier Bryde Paulus Gaier Hohmann-Dennhardt",1,FALSE,0
"987"," 1 BvR 711/12  ",2012-03-30,1,1,"Eichberger","Schluckebier","Masing","Kirchhof","Eichberger","Masing","Baer Schluckebier Britz Paulus Gaier","Kirchhof","Schluckebier","Eichberger Masing Baer",2,0,"2","Baer Schluckebier Britz Paulus Gaier",1,FALSE,1
"4516"," 1 BvQ 12/12  ",2012-04-06,1,1,"Schluckebier","Masing","Paulus","Kirchhof","Eichberger","Masing","Baer Schluckebier Britz Paulus Gaier","Eichberger","Paulus","Schluckebier Masing Baer",2,0,"3","Baer Britz Paulus Gaier",1,FALSE,1
"2685"," 1 BvR 523/11  ",2012-04-16,1,1,"Eichberger","Masing","Baer","Kirchhof","Eichberger","Masing","Baer Schluckebier Britz Paulus Gaier","Kirchhof","Baer","Eichberger Masing Baer",2,0,"1","Baer Schluckebier Britz Paulus Gaier",2,FALSE,0
"4137"," 1 BvR 1840/12  ",2012-08-31,1,1,"Kirchhof","Schluckebier","Masing","Kirchhof","Eichberger","Masing","Baer Schluckebier Britz Paulus Gaier","Eichberger","Schluckebier","Kirchhof Masing Baer",2,0,"2","Baer Schluckebier Britz Gaier",1,FALSE,1
"3307","  1 BvR 2271/14  ",2014-08-18,1,1,"Kirchhof","Eichberger","Baer","Kirchhof","Eichberger","Britz","Baer Masing Paulus Schluckebier Gaier","Britz","Baer","Kirchhof Eichberger Baer",1,0,"1","Baer Masing Paulus Schluckebier Gaier",1,FALSE,0
"3700"," 1 BvR 781/98  ",1999-02-25,1,2,"Papier","Steiner","Hoffmann-Riem","Kühling","Jaeger","Steiner","Hömig Grimm Papier Hohmann-Dennhardt Haas","Kühling Jaeger","Papier Hoffmann-Riem","Steiner Hömig Grimm",1,0,"3","Hömig Grimm Papier",1,FALSE,1
