"","az","date","senat","kammer","r1","r2","r3","r1_f","r2_f","r3_f","gv","ersetzt","ersatz","konform","c_nach_gversatz","crit","whichgv","gv_mod","real_c","drop","gv_viol"
"1494"," 1 BvR 1500/97  ",1999-06-17,1,2,"Steiner","Gaier","Schluckebier","Kühling","Jaeger","Steiner","Hömig Grimm Papier Hohmann-Dennhardt Haas","Kühling Jaeger","Gaier Schluckebier","Steiner Hohmann-Dennhardt Haas",1,0,NA,"Hohmann-Dennhardt Haas",1,FALSE,NA
"2290"," 1 BvR 2507/97  ",1999-06-17,1,2,"Broß","Lübbe-Wolff","Gerhardt","Kühling","Jaeger","Steiner","Hömig Grimm Papier Hohmann-Dennhardt Haas","Steiner","Broß Lübbe-Wolff Gerhardt","Hohmann-Dennhardt",1,0,NA,"Hohmann-Dennhardt Haas",2,FALSE,NA
"1686"," 1 BvR 698/99  ",1999-07-01,1,2,"Huber","Müller","Maidowski","Kühling","Jaeger","Steiner","Hömig Grimm Papier Hohmann-Dennhardt Haas","Kühling Jaeger Steiner","Huber Müller Maidowski","Papier Hohmann-Dennhardt Haas",1,0,NA,"Papier Hohmann-Dennhardt Haas",0,FALSE,NA
"3071"," 1 BvR 875/99  ",1999-07-19,1,2,"Kirchhof","Bryde","Schluckebier","Kühling","Jaeger","Steiner","Hömig Grimm Papier Hohmann-Dennhardt Haas","Kühling Jaeger Steiner","Kirchhof Bryde Schluckebier",NA,1,0,NA,"Hohmann-Dennhardt Haas",1,FALSE,NA
"1683"," 1 BvR 1668/98  ",1999-07-20,1,2,"Gaier","Masing","Baer","Kühling","Jaeger","Steiner","Hömig Grimm Papier Hohmann-Dennhardt Haas","Kühling Jaeger Steiner","Gaier Masing Baer","Hömig Grimm Papier",1,0,NA,"Hömig Grimm Papier Hohmann-Dennhardt Haas",3,FALSE,NA
"4289"," 1 BvR 1584/98  ",1999-07-21,1,2,"Limbach","Winter","Hassemer","Kühling","Jaeger","Steiner","Hömig Grimm Papier Hohmann-Dennhardt Haas","Kühling Jaeger Steiner","Limbach Winter Hassemer","Hömig Grimm Papier",1,0,NA,"Hömig Grimm Papier Hohmann-Dennhardt Haas",2,FALSE,NA
"802"," 1 BvR 282/99  ",1999-07-28,1,2,"Voßkuhle","Gerhardt","Huber","Kühling","Jaeger","Steiner","Hömig Grimm Papier Hohmann-Dennhardt Haas","Kühling Jaeger Steiner","Voßkuhle Gerhardt Huber","Hömig Grimm Papier",1,0,NA,"Hömig Grimm Papier Hohmann-Dennhardt Haas",2,FALSE,NA
"2112"," 1 BvR 124/99  ",1999-07-28,1,2,"Papier","Steiner","Gaier","Kühling","Jaeger","Steiner","Hömig Grimm Papier Hohmann-Dennhardt Haas",NA,"Papier Gaier","Steiner Hömig",0,1,"3","Hömig Grimm Papier Hohmann-Dennhardt Haas",1,FALSE,1
"2397"," 1 BvR 542/99  ",1999-07-28,1,2,"Hassemer","Osterloh","Mellinghoff","Kühling","Jaeger","Steiner","Hömig Grimm Papier Hohmann-Dennhardt Haas","Steiner","Hassemer Osterloh Mellinghoff","Hömig",0,1,NA,"Hömig Grimm Papier Hohmann-Dennhardt Haas",2,FALSE,NA
"3976"," 1 BvR 1398/98  ",1999-07-28,1,2,"Jaeger","Hömig","Bryde","Kühling","Jaeger","Steiner","Hömig Grimm Papier Hohmann-Dennhardt Haas","Kühling Steiner","Hömig Bryde","Jaeger Hömig Grimm",2,0,"1","Hömig Grimm Papier Hohmann-Dennhardt Haas",2,FALSE,0
"2348"," 1 BvR 2102/98  ",1999-08-18,1,2,"Osterloh","Gerhardt","Landau","Kühling","Jaeger","Steiner","Hömig Grimm Papier Hohmann-Dennhardt Haas","Kühling Jaeger Steiner","Osterloh Gerhardt Landau","Hömig Grimm Papier",1,0,NA,"Hömig Grimm Papier Hohmann-Dennhardt Haas",2,FALSE,NA
"2408"," 1 BvR 1389/97  ",1999-08-31,1,2,"Kühling","Jaeger","Hömig","Kühling","Jaeger","Steiner","Hömig Grimm Papier Hohmann-Dennhardt Haas","Steiner","Hömig","Kühling Jaeger Hömig",2,0,"1","Hömig Grimm Papier Hohmann-Dennhardt",2,FALSE,0
"4444"," 1 BvR 420/97  ",2000-01-10,1,2,"Kühling","Jaeger","Steiner","Kühling","Jaeger","Hömig","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas","Hömig","Steiner","Kühling Jaeger Hoffmann-Riem",3,1,"2","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",2,FALSE,1
"3204"," 1 BvQ 8/00  ",2000-05-15,1,2,"Kühling","Hömig","Steiner","Kühling","Jaeger","Hömig","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas","Jaeger","Steiner","Kühling Hömig Hoffmann-Riem",2,0,"2","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,FALSE,1
"2200"," 1 BvR 848/01  ",2001-05-25,1,2,"Jaeger","Hömig","Hoffmann-Riem","Jaeger","Hömig","Bryde","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas","Bryde","Hoffmann-Riem","Jaeger Hömig Hoffmann-Riem",2,0,"1","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",2,FALSE,0
"3708"," 1 BvQ 32/01  ",2001-07-31,1,2,"Haas","Hömig","Hohmann-Dennhardt","Jaeger","Hömig","Bryde","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas","Jaeger Bryde","Haas Hohmann-Dennhardt","Hömig Hoffmann-Riem Steiner",1,0,"4 5","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,FALSE,1
"2555"," 1 BvQ 25/02  ",2002-07-28,1,2,"Jaeger","Hömig","Steiner","Jaeger","Hömig","Bryde","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas","Bryde","Steiner","Jaeger Hömig Hoffmann-Riem",2,0,"2","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,FALSE,1
"1883"," 1 BvQ 27/02  ",2002-08-08,1,2,"Jaeger","Hömig","Hoffmann-Riem","Jaeger","Hömig","Bryde","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas","Bryde","Hoffmann-Riem","Jaeger Hömig Hoffmann-Riem",2,0,"1","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",2,FALSE,0
"3971"," 1 BvR 1744/02  ",2002-09-30,1,2,"Hömig","Hoffmann-Riem","Bryde","Jaeger","Hömig","Bryde","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas","Jaeger","Hoffmann-Riem","Hömig Bryde Hoffmann-Riem",2,0,"1","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",2,FALSE,0
"4104"," 2 BvR 61/03  ",2003-02-13,1,2,"Jentsch","Broß","Lübbe-Wolff","Jaeger","Hömig","Bryde","Hoffmann-Riem Haas Papier Hohmann-Dennhardt Steiner","Jaeger Hömig Bryde","Jentsch Broß Lübbe-Wolff","Hoffmann-Riem Haas Papier",1,0,NA,"Hoffmann-Riem Haas Papier Hohmann-Dennhardt Steiner",1,FALSE,NA
"5506"," 1 BvR 710/03  ",2003-04-15,1,2,"Jaeger","Hömig","Hoffmann-Riem","Jaeger","Hömig","Bryde","Hoffmann-Riem Haas Papier Hohmann-Dennhardt Steiner","Bryde","Hoffmann-Riem","Jaeger Hömig Hoffmann-Riem",2,0,"1","Hoffmann-Riem Haas Papier Hohmann-Dennhardt Steiner",2,FALSE,0
"1248"," 1 BvR 1858/04  ",2004-08-18,1,2,"Hömig","Hoffmann-Riem","Bryde","Jaeger","Hömig","Bryde","Hoffmann-Riem Haas Papier Hohmann-Dennhardt Steiner","Jaeger","Hoffmann-Riem","Hömig Bryde Hoffmann-Riem",2,0,"1","Hoffmann-Riem Haas Papier Hohmann-Dennhardt Steiner",2,FALSE,0
"4893"," 1 BvR 1506/04  ",2004-08-27,1,2,"Jaeger","Haas","Bryde","Jaeger","Hömig","Bryde","Hoffmann-Riem Haas Papier Hohmann-Dennhardt Steiner","Hömig","Haas","Jaeger Bryde Hoffmann-Riem",3,1,"2","Hoffmann-Riem Haas Papier Hohmann-Dennhardt Steiner",2,FALSE,1
"1304"," 1 BvR 1858/04  ",2005-01-26,1,2,"Papier","Steiner","Gaier","Haas","Hömig","Bryde","Hoffmann-Riem Hohmann-Dennhardt Papier Gaier Steiner","Haas Hömig Bryde","Papier Steiner Gaier","Hoffmann-Riem Hohmann-Dennhardt Papier",2,0,"3 4 5","Hoffmann-Riem Hohmann-Dennhardt Papier Gaier Steiner",1,FALSE,1
"5117"," 1 BvR 971/07  ",2007-05-14,1,2,"Hoffmann-Riem","Bryde","Schluckebier","Bryde","Eichberger","Schluckebier","Hoffmann-Riem Hohmann-Dennhardt Papier Gaier Steiner","Eichberger","Hoffmann-Riem","Bryde Schluckebier Hoffmann-Riem",2,0,"1","Hoffmann-Riem Hohmann-Dennhardt Papier Gaier Steiner",2,FALSE,0
"5713"," 1 BvQ 12/08  ",2008-03-04,1,2,"Hohmann-Dennhardt","Eichberger","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Eichberger Hoffmann-Riem Papier Schluckebier Bryde","Gaier","Eichberger","Hohmann-Dennhardt Kirchhof Eichberger",1,0,"1","Eichberger Hoffmann-Riem Papier Schluckebier Bryde",1,FALSE,0
"5711"," 1 BvR 142/09  ",2009-02-11,1,2,"Hohmann-Dennhardt","Gaier","Masing","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde","Kirchhof","Masing","Hohmann-Dennhardt Gaier Masing",3,1,"1","Masing Eichberger Papier Schluckebier Bryde",3,FALSE,0
"1722"," 1 BvR 467/09  ",2009-04-14,1,2,"Hohmann-Dennhardt","Gaier","Schluckebier","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde","Kirchhof","Schluckebier","Hohmann-Dennhardt Gaier Masing",3,1,"4","Masing Eichberger Papier Schluckebier Bryde",2,FALSE,1
"3573"," 1 BvQ 35/09  ",2009-08-07,1,2,"Hohmann-Dennhardt","Bryde","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde","Gaier","Bryde","Hohmann-Dennhardt Kirchhof Masing",2,0,"5","Masing Eichberger Papier Schluckebier Bryde",2,FALSE,1
"541"," 1 BvR 476/10  ",2010-03-15,1,2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde","Paulus","Kirchhof","Hohmann-Dennhardt Gaier Masing",3,1,"3","Masing Eichberger Kirchhof Schluckebier Bryde",2,FALSE,1
"1373"," 1 BvQ 23/10  ",2010-08-02,1,2,"Gaier","Eichberger","Schluckebier","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde","Hohmann-Dennhardt Paulus","Eichberger Schluckebier","Gaier Masing Eichberger",2,0,"2 3","Masing Eichberger Schluckebier Bryde",1,FALSE,1
"5457"," 1 BvR 2157/10  ",2010-09-17,1,2,"Hohmann-Dennhardt","Gaier","Eichberger","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde","Paulus","Eichberger","Hohmann-Dennhardt Gaier Masing",3,1,"2","Masing Eichberger Kirchhof Schluckebier Bryde",2,FALSE,1
"1526"," 1 BvR 2414/10  ",2010-09-30,1,2,"Hohmann-Dennhardt","Gaier","Eichberger","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde","Paulus","Eichberger","Hohmann-Dennhardt Gaier Masing",3,1,"2","Masing Eichberger Kirchhof Schluckebier Bryde",2,FALSE,1
"3665"," 1 BvR 2509/10  ",2010-10-07,1,2,"Hohmann-Dennhardt","Eichberger","Schluckebier","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde","Gaier Paulus","Eichberger Schluckebier","Hohmann-Dennhardt Masing Eichberger",2,0,"2 4","Masing Eichberger Kirchhof Schluckebier Bryde",1,FALSE,1
"1967"," 1 BvR 440/11  ",2011-02-28,1,2,"Gaier","Eichberger","Britz","Gaier","Paulus","Britz","Masing Eichberger Kirchhof Baer Schluckebier","Paulus","Eichberger","Gaier Britz Masing",3,1,"2","Masing Eichberger Kirchhof Baer Schluckebier",2,FALSE,1
"2036"," 1 BvR 153/12  ",2012-01-20,1,2,"Kirchhof","Paulus","Britz","Gaier","Paulus","Britz","Masing Eichberger Kirchhof Baer Schluckebier","Gaier","Kirchhof","Paulus Britz Masing",2,0,"3","Masing Eichberger Kirchhof Baer Schluckebier",1,FALSE,1
"2644"," 1 BvR 1766/12  ",2012-08-29,1,2,"Gaier","Schluckebier","Britz","Gaier","Paulus","Britz","Masing Eichberger Kirchhof Baer Schluckebier","Paulus","Schluckebier","Gaier Britz Masing",3,1,"5","Masing Eichberger Kirchhof Baer Schluckebier",2,FALSE,1
"68"," 1 BvL 17/12  ",2012-10-05,1,2,"Gaier","Eichberger","Britz","Gaier","Paulus","Britz","Masing Eichberger Kirchhof Baer Schluckebier","Paulus","Eichberger","Gaier Britz Masing",3,1,"2","Masing Eichberger Kirchhof Baer Schluckebier",2,FALSE,1
"785"," 1 BvQ 42/13  ",2013-09-28,1,2,"Gaier","Eichberger","Paulus","Gaier","Schluckebier","Paulus","Britz Eichberger Kirchhof Baer Masing","Schluckebier","Eichberger","Gaier Paulus Britz",2,0,"2","Britz Eichberger Kirchhof Baer",1,FALSE,1
"1397","  1 BvR 1768/15  ",2015-08-13,1,2,"Gaier","Schluckebier","Britz","Gaier","Schluckebier","Paulus","Britz Eichberger Kirchhof Baer Masing","Paulus","Britz","Gaier Schluckebier Britz",2,0,"1","Britz Eichberger Kirchhof Baer Masing",2,FALSE,0
"2073","  1 BvQ 36/15  ",2015-09-24,1,2,"Gaier","Schluckebier","Britz","Gaier","Schluckebier","Paulus","Britz Eichberger Kirchhof Baer Masing","Paulus","Britz","Gaier Schluckebier Britz",2,0,"1","Britz Eichberger Kirchhof Baer Masing",2,FALSE,0
"1307"," 1 BvR 1041/92  ",1998-03-09,1,3,"Papier","Haas","Steiner","Papier","Seibert","Haas","Steiner Jaeger Kühling Hömig Grimm","Seibert","Steiner","Papier Haas Steiner",0,1,"1","Steiner Jaeger Kühling Hömig Grimm",0,FALSE,0
"4944"," 1 BvR 672/98  ",1998-04-14,1,3,"Steiner","Jaeger","Kühling","Papier","Seibert","Haas","Steiner Jaeger Kühling Hömig Grimm","Papier Haas","Jaeger Kühling","Steiner Jaeger Kühling",2,0,"1 2","Jaeger Kühling Hömig Grimm",2,FALSE,0
"2500"," 1 BvR 650/97         1 BvR 830/98  ",1998-06-08,1,3,"Broß","DiFabio","Landau","Papier","Seibert","Haas","Steiner Jaeger Kühling Hömig Grimm","Papier Seibert Haas","Broß DiFabio Landau","Steiner Jaeger Kühling",2,0,NA,"Steiner Jaeger Kühling Hömig Grimm",0,FALSE,NA
"1162"," 1 BvR 504/97  ",1998-06-15,1,3,"Papier","Haas","Steiner","Papier","Seibert","Haas","Steiner Jaeger Kühling Hömig Grimm","Seibert","Steiner","Papier Haas Steiner",0,1,"1","Steiner Jaeger Kühling Hömig Grimm",0,FALSE,0
"1334"," 1 BvR 1909/95         1 BvR 1918/95         1 BvR 1957/95         1 BvR 2136/95         1 BvR 2138/95         1 BvR 487/96         1 BvR 993/96         1 BvR 994/96  ",1999-01-13,1,3,"Steiner","Jaeger","Kühling","Papier","Haas","Hohmann-Dennhardt","Steiner Jaeger Kühling Hömig Grimm","Papier Haas Hohmann-Dennhardt","Steiner Jaeger Kühling","Steiner Jaeger Kühling",2,0,"1 2 3","Steiner Jaeger Kühling Hömig Grimm",2,FALSE,0
"1623"," 1 BvR 984/89  ",1999-06-23,1,3,"Broß","Osterloh","Mellinghoff","Papier","Haas","Hohmann-Dennhardt","Steiner Jaeger Kühling Hömig Grimm","Papier Haas Hohmann-Dennhardt","Broß Osterloh Mellinghoff",NA,0,1,NA,"Steiner",1,FALSE,NA
"394"," 1 BvR 1403/99  ",1999-08-26,1,3,"Jaeger","Steiner","Hohmann-Dennhardt","Papier","Haas","Hohmann-Dennhardt","Steiner Jaeger Kühling Hömig Grimm","Papier Haas","Jaeger Steiner","Hohmann-Dennhardt Steiner Jaeger",2,0,"1 2","Steiner Jaeger Kühling Hömig Grimm",2,FALSE,0
"5602"," 1 BvR 1532/03  ",2003-08-20,1,3,"Steiner","Hohmann-Dennhardt","Bryde","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas","Papier","Bryde","Steiner Hohmann-Dennhardt Bryde",2,0,"1","Bryde Hömig Jaeger Hoffmann-Riem",2,FALSE,0
"5187"," 1 BvR 1070/02  ",2004-06-22,1,3,"Steiner","Hohmann-Dennhardt","Bryde","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas","Papier","Bryde","Steiner Hohmann-Dennhardt Bryde",2,0,"1","Bryde Hömig Jaeger Hoffmann-Riem Haas",2,FALSE,0
"2610"," 1 BvR 293/01  ",2004-07-27,1,3,"Steiner","Hohmann-Dennhardt","Bryde","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas","Papier","Bryde","Steiner Hohmann-Dennhardt Bryde",2,0,"1","Bryde Hömig Jaeger Hoffmann-Riem Haas",2,FALSE,0
"5065"," 1 BvR 136/05  ",2005-01-28,1,3,"Hömig","Hoffmann-Riem","Gaier","Papier","Steiner","Gaier","Bryde Hömig Haas Hoffmann-Riem Hohmann-Dennhardt","Papier Steiner","Hömig Hoffmann-Riem","Gaier Hömig Hoffmann-Riem",2,0,"1 2","Hömig Hoffmann-Riem Hohmann-Dennhardt",2,FALSE,0
"3853"," 1 BvR 799/98  ",2006-09-15,1,3,"Steiner","Gaier","Eichberger","Papier","Steiner","Gaier","Eichberger Bryde Haas Hoffmann-Riem Hohmann-Dennhardt","Papier","Eichberger","Steiner Gaier Eichberger",1,0,"1","Eichberger Bryde Haas Hoffmann-Riem Hohmann-Dennhardt",1,FALSE,0
"1493"," 1 BvR 690/03  ",2006-10-18,1,3,"Steiner","Gaier","Schluckebier","Papier","Steiner","Gaier","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt","Papier","Schluckebier","Steiner Gaier Schluckebier",1,0,"1","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt",1,FALSE,0
"5637"," 1 BvR 1696/03  ",2007-05-25,1,3,"Steiner","Gaier","Schluckebier","Papier","Steiner","Gaier","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt","Papier","Schluckebier","Steiner Gaier Schluckebier",1,0,"1","Schluckebier Bryde Hoffmann-Riem Hohmann-Dennhardt",1,FALSE,0
"1221"," 1 BvR 2818/07  ",2007-11-16,1,3,"Papier","Schluckebier","Kirchhof","Papier","Gaier","Kirchhof","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt","Gaier","Schluckebier","Papier Kirchhof Schluckebier",0,1,"1","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt",0,FALSE,0
"4807"," 1 BvQ 37/09  ",2009-08-26,1,3,"Gaier","Schluckebier","Kirchhof","Papier","Bryde","Schluckebier","Kirchhof Gaier Hohmann-Dennhardt Masing Eichberger","Papier Bryde","Gaier Kirchhof","Schluckebier Kirchhof Gaier",1,0,"1 2","Kirchhof Gaier Hohmann-Dennhardt Masing Eichberger",1,FALSE,0
"1922"," 1 BvR 2393/08         1 BvR 2580/08         1 BvR 2606/08  ",2010-08-02,1,3,"Bryde","Schluckebier","Paulus","Kirchhof","Bryde","Schluckebier","Paulus Gaier Hohmann-Dennhardt Masing Eichberger","Kirchhof","Paulus","Bryde Schluckebier Paulus",1,0,"1","Paulus Gaier Masing Eichberger",1,FALSE,0
"3739"," 1 BvR 2658/10  ",2011-04-26,1,3,"Kirchhof","Baer","Britz","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger","Schluckebier","Britz","Kirchhof Baer Britz",2,0,"1","Britz Paulus Gaier Masing Eichberger",2,FALSE,0
"4436"," 1 BvR 2018/10  ",2011-05-05,1,3,"Schluckebier","Paulus","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger","Kirchhof","Paulus","Schluckebier Baer Britz",2,0,"2","Britz Paulus Gaier Masing Eichberger",1,FALSE,1
"4934"," 1 BvR 2952/08  ",2012-06-28,1,3,"Gaier","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger","Kirchhof","Gaier","Schluckebier Baer Britz",2,0,"3","Britz Paulus Gaier Masing Eichberger",2,FALSE,1
"152"," 1 BvR 2953/08         1 BvR 2956/08         1 BvR 2957/08         1 BvR 3488/08         1 BvR 3489/08         1 BvR 1421/09         1 BvR 1422/09         1 BvR 1423/09         1 BvR 1425/09         1 BvR 2042/09  ",2012-11-14,1,3,"Gaier","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger","Kirchhof","Gaier","Schluckebier Baer Britz",2,0,"2","Britz Gaier Masing Eichberger",2,FALSE,1
